nohup: ignoring input
cuda:2
Namespace(adapter_lr=0.0006, batch_size=100, clip_bound=2.3, clipping_style='all-layer', cluster_temperature=1.0, dataset='CIFAR-10', dataset_dir='/home/chenyannan/fast-differential-privacy-main/examples/image_classification/data', downsample_lr=0.0006, epochs=55, epsilon=8, feature_dim=128, global_lr=1.03, image_size=224, instance_temperature=0.5, learning_rate=0.004, local_epoch=6, mini_bs=100, miu_cm=0.5, model_path='save/Cifar-10-DPFL-ResNet18-adam3', model_temperature=0.5, momentum=0.3, n_clients=600, project_lr=0.0008, r_conv=6, r_proj=16, reload=False, resnet='ResNet18', resnet_lr=0.006, sample_ratio=1, seed=17, start_epoch=0, test_image_size=256, weight_decay=1e-05, workers=8)
save/Img-10-pretrain-transform/checkpoint_532.tar
resnet.conv1.weight 9408 torch.Size([64, 3, 7, 7])
resnet.bn1.weight 64 torch.Size([64])
resnet.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn1.weight 64 torch.Size([64])
resnet.layer1.0.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn2.weight 64 torch.Size([64])
resnet.layer1.0.bn2.bias 64 torch.Size([64])
resnet.layer1.1.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn1.weight 64 torch.Size([64])
resnet.layer1.1.bn1.bias 64 torch.Size([64])
resnet.layer1.1.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn2.weight 64 torch.Size([64])
resnet.layer1.1.bn2.bias 64 torch.Size([64])
resnet.layer2.0.conv1.weight 73728 torch.Size([128, 64, 3, 3])
resnet.layer2.0.bn1.weight 128 torch.Size([128])
resnet.layer2.0.bn1.bias 128 torch.Size([128])
resnet.layer2.0.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.0.bn2.weight 128 torch.Size([128])
resnet.layer2.0.bn2.bias 128 torch.Size([128])
resnet.layer2.0.downsample.0.weight 8192 torch.Size([128, 64, 1, 1])
resnet.layer2.0.downsample.1.weight 128 torch.Size([128])
resnet.layer2.0.downsample.1.bias 128 torch.Size([128])
resnet.layer2.1.conv1.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn1.weight 128 torch.Size([128])
resnet.layer2.1.bn1.bias 128 torch.Size([128])
resnet.layer2.1.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn2.weight 128 torch.Size([128])
resnet.layer2.1.bn2.bias 128 torch.Size([128])
resnet.layer3.0.conv1.weight 294912 torch.Size([256, 128, 3, 3])
resnet.layer3.0.bn1.weight 256 torch.Size([256])
resnet.layer3.0.bn1.bias 256 torch.Size([256])
resnet.layer3.0.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.0.bn2.weight 256 torch.Size([256])
resnet.layer3.0.bn2.bias 256 torch.Size([256])
resnet.layer3.0.downsample.0.weight 32768 torch.Size([256, 128, 1, 1])
resnet.layer3.0.downsample.1.weight 256 torch.Size([256])
resnet.layer3.0.downsample.1.bias 256 torch.Size([256])
resnet.layer3.1.conv1.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn1.weight 256 torch.Size([256])
resnet.layer3.1.bn1.bias 256 torch.Size([256])
resnet.layer3.1.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn2.weight 256 torch.Size([256])
resnet.layer3.1.bn2.bias 256 torch.Size([256])
resnet.layer4.0.conv1.weight 1179648 torch.Size([512, 256, 3, 3])
resnet.layer4.0.bn1.weight 512 torch.Size([512])
resnet.layer4.0.bn1.bias 512 torch.Size([512])
resnet.layer4.0.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.0.bn2.weight 512 torch.Size([512])
resnet.layer4.0.bn2.bias 512 torch.Size([512])
resnet.layer4.0.downsample.0.weight 131072 torch.Size([512, 256, 1, 1])
resnet.layer4.0.downsample.1.weight 512 torch.Size([512])
resnet.layer4.0.downsample.1.bias 512 torch.Size([512])
resnet.layer4.1.conv1.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn1.weight 512 torch.Size([512])
resnet.layer4.1.bn1.bias 512 torch.Size([512])
resnet.layer4.1.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn2.weight 512 torch.Size([512])
resnet.layer4.1.bn2.bias 512 torch.Size([512])
instance_projector.0.weight 262144 torch.Size([512, 512])
instance_projector.0.bias 512 torch.Size([512])
instance_projector.2.weight 65536 torch.Size([128, 512])
instance_projector.2.bias 128 torch.Size([128])
cluster_projector.0.weight 262144 torch.Size([512, 512])
cluster_projector.0.bias 512 torch.Size([512])
cluster_projector.2.weight 5120 torch.Size([10, 512])
cluster_projector.2.bias 10 torch.Size([10])
sigma: 3.857421875
Number of total parameters:  11772618
Norm:  tensor(2.6390, device='cuda:2')
Round:  14 User: 546 Train Loss: 6.221
Norm:  tensor(2.6588, device='cuda:2')
Round:  14 User: 547 Train Loss: 6.217
Norm:  tensor(2.8251, device='cuda:2')
Round:  14 User: 548 Train Loss: 6.190
Norm:  tensor(2.8202, device='cuda:2')
Round:  14 User: 549 Train Loss: 6.147
Norm:  tensor(2.8726, device='cuda:2')
Round:  14 User: 550 Train Loss: 6.040
Norm:  tensor(2.7119, device='cuda:2')
Round:  14 User: 551 Train Loss: 6.246
Norm:  tensor(2.7354, device='cuda:2')
Round:  14 User: 552 Train Loss: 6.146
Norm:  tensor(2.8394, device='cuda:2')
Round:  14 User: 553 Train Loss: 6.245
Norm:  tensor(2.8221, device='cuda:2')
Round:  14 User: 554 Train Loss: 6.089
Norm:  tensor(2.5805, device='cuda:2')
Round:  14 User: 555 Train Loss: 6.235
Norm:  tensor(2.7229, device='cuda:2')
Round:  14 User: 556 Train Loss: 6.215
Norm:  tensor(2.8096, device='cuda:2')
Round:  14 User: 557 Train Loss: 6.206
Norm:  tensor(2.8097, device='cuda:2')
Round:  14 User: 558 Train Loss: 6.173
Norm:  tensor(2.8337, device='cuda:2')
Round:  14 User: 559 Train Loss: 6.113
Norm:  tensor(2.7048, device='cuda:2')
Round:  14 User: 560 Train Loss: 6.168
Norm:  tensor(2.7424, device='cuda:2')
Round:  14 User: 561 Train Loss: 6.068
Norm:  tensor(2.6208, device='cuda:2')
Round:  14 User: 562 Train Loss: 6.193
Norm:  tensor(2.7542, device='cuda:2')
Round:  14 User: 563 Train Loss: 6.218
Norm:  tensor(2.7759, device='cuda:2')
Round:  14 User: 564 Train Loss: 6.167
Norm:  tensor(2.8740, device='cuda:2')
Round:  14 User: 565 Train Loss: 6.116
Norm:  tensor(2.7794, device='cuda:2')
Round:  14 User: 566 Train Loss: 6.242
Norm:  tensor(2.6650, device='cuda:2')
Round:  14 User: 567 Train Loss: 6.160
Norm:  tensor(2.7141, device='cuda:2')
Round:  14 User: 568 Train Loss: 6.182
Norm:  tensor(2.7863, device='cuda:2')
Round:  14 User: 569 Train Loss: 6.131
Norm:  tensor(2.6949, device='cuda:2')
Round:  14 User: 570 Train Loss: 6.223
Norm:  tensor(2.6160, device='cuda:2')
Round:  14 User: 571 Train Loss: 6.179
Norm:  tensor(2.7079, device='cuda:2')
Round:  14 User: 572 Train Loss: 6.238
Norm:  tensor(2.7217, device='cuda:2')
Round:  14 User: 573 Train Loss: 6.228
Norm:  tensor(2.7624, device='cuda:2')
Round:  14 User: 574 Train Loss: 6.145
Norm:  tensor(2.7223, device='cuda:2')
Round:  14 User: 575 Train Loss: 6.108
Norm:  tensor(2.7520, device='cuda:2')
Round:  14 User: 576 Train Loss: 6.147
Norm:  tensor(2.8078, device='cuda:2')
Round:  14 User: 577 Train Loss: 6.234
Norm:  tensor(2.7447, device='cuda:2')
Round:  14 User: 578 Train Loss: 6.236
Norm:  tensor(2.5794, device='cuda:2')
Round:  14 User: 579 Train Loss: 6.200
Norm:  tensor(2.6506, device='cuda:2')
Round:  14 User: 580 Train Loss: 6.229
Norm:  tensor(2.8361, device='cuda:2')
Round:  14 User: 581 Train Loss: 6.117
Norm:  tensor(2.7738, device='cuda:2')
Round:  14 User: 582 Train Loss: 6.170
Norm:  tensor(2.7282, device='cuda:2')
Round:  14 User: 583 Train Loss: 6.094
Norm:  tensor(2.8671, device='cuda:2')
Round:  14 User: 584 Train Loss: 6.227
Norm:  tensor(2.5984, device='cuda:2')
Round:  14 User: 585 Train Loss: 6.159
Norm:  tensor(2.7068, device='cuda:2')
Round:  14 User: 586 Train Loss: 6.166
Norm:  tensor(2.7616, device='cuda:2')
Round:  14 User: 587 Train Loss: 6.229
Norm:  tensor(2.7583, device='cuda:2')
Round:  14 User: 588 Train Loss: 6.149
Norm:  tensor(2.7715, device='cuda:2')
Round:  14 User: 589 Train Loss: 6.130
Norm:  tensor(2.7652, device='cuda:2')
Round:  14 User: 590 Train Loss: 6.154
Norm:  tensor(2.7155, device='cuda:2')
Round:  14 User: 591 Train Loss: 6.141
Norm:  tensor(2.7626, device='cuda:2')
Round:  14 User: 592 Train Loss: 6.150
Norm:  tensor(2.6758, device='cuda:2')
Round:  14 User: 593 Train Loss: 6.140
Norm:  tensor(2.6725, device='cuda:2')
Round:  14 User: 594 Train Loss: 6.075
Norm:  tensor(2.7715, device='cuda:2')
Round:  14 User: 595 Train Loss: 6.187
Norm:  tensor(2.7407, device='cuda:2')
Round:  14 User: 596 Train Loss: 6.244
Norm:  tensor(2.6842, device='cuda:2')
Round:  14 User: 597 Train Loss: 6.271
Norm:  tensor(2.8396, device='cuda:2')
Round:  14 User: 598 Train Loss: 6.108
Norm:  tensor(2.7598, device='cuda:2')
Round:  14 User: 599 Train Loss: 6.185
clip_bound 1.6
count 600
updated norm:  tensor(0.3488, device='cuda:2')
*********Round:  14 Train Loss: 6.182
### Creating features from model ###
Step [0/120]	 Computing features...
Step [20/120]	 Computing features...
Step [40/120]	 Computing features...
Step [60/120]	 Computing features...
Step [80/120]	 Computing features...
Step [100/120]	 Computing features...
Global  NMI = 0.4296 ARI = 0.3503 F = 0.4163 ACC = 0.5703
Average NMI = 0.5586 ARI = 0.3501 F = 0.4162 ACC = 0.5796
Norm:  tensor(2.7624, device='cuda:2')
Round:  15 User: 0 Train Loss: 6.210
Norm:  tensor(2.6934, device='cuda:2')
Round:  15 User: 1 Train Loss: 6.190
Norm:  tensor(2.7728, device='cuda:2')
Round:  15 User: 2 Train Loss: 6.114
Norm:  tensor(2.6381, device='cuda:2')
Round:  15 User: 3 Train Loss: 6.318
Norm:  tensor(2.6789, device='cuda:2')
Round:  15 User: 4 Train Loss: 6.240
Norm:  tensor(2.8245, device='cuda:2')
Round:  15 User: 5 Train Loss: 6.164
Norm:  tensor(2.7399, device='cuda:2')
Round:  15 User: 6 Train Loss: 6.186
Norm:  tensor(2.7312, device='cuda:2')
Round:  15 User: 7 Train Loss: 6.284
Norm:  tensor(2.7968, device='cuda:2')
Round:  15 User: 8 Train Loss: 6.148
Norm:  tensor(2.5866, device='cuda:2')
Round:  15 User: 9 Train Loss: 6.199
Norm:  tensor(2.6667, device='cuda:2')
Round:  15 User: 10 Train Loss: 6.136
Norm:  tensor(2.7483, device='cuda:2')
Round:  15 User: 11 Train Loss: 6.141
Norm:  tensor(2.8159, device='cuda:2')
Round:  15 User: 12 Train Loss: 6.145
Norm:  tensor(2.8458, device='cuda:2')
Round:  15 User: 13 Train Loss: 6.136
Norm:  tensor(2.9488, device='cuda:2')
Round:  15 User: 14 Train Loss: 6.272
Norm:  tensor(2.6526, device='cuda:2')
Round:  15 User: 15 Train Loss: 6.220
Norm:  tensor(2.8549, device='cuda:2')
Round:  15 User: 16 Train Loss: 6.104
Norm:  tensor(2.6935, device='cuda:2')
Round:  15 User: 17 Train Loss: 6.116
Norm:  tensor(2.7865, device='cuda:2')
Round:  15 User: 18 Train Loss: 6.153
Norm:  tensor(2.7324, device='cuda:2')
Round:  15 User: 19 Train Loss: 6.198
Norm:  tensor(2.7136, device='cuda:2')
Round:  15 User: 20 Train Loss: 6.170
Norm:  tensor(2.6756, device='cuda:2')
Round:  15 User: 21 Train Loss: 6.245
Norm:  tensor(2.7445, device='cuda:2')
Round:  15 User: 22 Train Loss: 6.178
Norm:  tensor(2.8343, device='cuda:2')
Round:  15 User: 23 Train Loss: 6.150
Norm:  tensor(2.8463, device='cuda:2')
Round:  15 User: 24 Train Loss: 6.081
Norm:  tensor(2.7035, device='cuda:2')
Round:  15 User: 25 Train Loss: 6.226
Norm:  tensor(2.7033, device='cuda:2')
Round:  15 User: 26 Train Loss: 6.212
Norm:  tensor(2.7157, device='cuda:2')
Round:  15 User: 27 Train Loss: 6.079
Norm:  tensor(2.6104, device='cuda:2')
Round:  15 User: 28 Train Loss: 6.152
Norm:  tensor(2.8209, device='cuda:2')
Round:  15 User: 29 Train Loss: 6.195
Norm:  tensor(2.7116, device='cuda:2')
Round:  15 User: 30 Train Loss: 6.221
Norm:  tensor(2.7451, device='cuda:2')
Round:  15 User: 31 Train Loss: 6.164
Norm:  tensor(2.7351, device='cuda:2')
Round:  15 User: 32 Train Loss: 6.165
Norm:  tensor(2.7194, device='cuda:2')
Round:  15 User: 33 Train Loss: 6.135
Norm:  tensor(2.7418, device='cuda:2')
Round:  15 User: 34 Train Loss: 6.148
Norm:  tensor(2.7480, device='cuda:2')
Round:  15 User: 35 Train Loss: 6.154
Norm:  tensor(2.8904, device='cuda:2')
Round:  15 User: 36 Train Loss: 6.067
Norm:  tensor(2.6401, device='cuda:2')
Round:  15 User: 37 Train Loss: 6.243
Norm:  tensor(2.7607, device='cuda:2')
Round:  15 User: 38 Train Loss: 6.179
Norm:  tensor(2.5431, device='cuda:2')
Round:  15 User: 39 Train Loss: 6.184
Norm:  tensor(2.7770, device='cuda:2')
Round:  15 User: 40 Train Loss: 6.135
Norm:  tensor(2.7095, device='cuda:2')
Round:  15 User: 41 Train Loss: 6.212
Norm:  tensor(2.8550, device='cuda:2')
Round:  15 User: 42 Train Loss: 6.148
Norm:  tensor(2.8241, device='cuda:2')
Round:  15 User: 43 Train Loss: 6.138
Norm:  tensor(2.6831, device='cuda:2')
Round:  15 User: 44 Train Loss: 6.146
Norm:  tensor(2.8210, device='cuda:2')
Round:  15 User: 45 Train Loss: 6.171
Norm:  tensor(2.7302, device='cuda:2')
Round:  15 User: 46 Train Loss: 6.159
Norm:  tensor(2.7847, device='cuda:2')
Round:  15 User: 47 Train Loss: 6.214
Norm:  tensor(2.7863, device='cuda:2')
Round:  15 User: 48 Train Loss: 6.111
Norm:  tensor(2.7364, device='cuda:2')
Round:  15 User: 49 Train Loss: 6.225
Norm:  tensor(2.6421, device='cuda:2')
Round:  15 User: 50 Train Loss: 6.140
Norm:  tensor(2.6150, device='cuda:2')
Round:  15 User: 51 Train Loss: 6.216
Norm:  tensor(2.6714, device='cuda:2')
Round:  15 User: 52 Train Loss: 6.154
Norm:  tensor(2.8172, device='cuda:2')
Round:  15 User: 53 Train Loss: 6.171
Norm:  tensor(2.6838, device='cuda:2')
Round:  15 User: 54 Train Loss: 6.260
Norm:  tensor(2.6944, device='cuda:2')
Round:  15 User: 55 Train Loss: 6.208
Norm:  tensor(2.7393, device='cuda:2')
Round:  15 User: 56 Train Loss: 6.113
Norm:  tensor(2.7644, device='cuda:2')
Round:  15 User: 57 Train Loss: 6.117
Norm:  tensor(2.9295, device='cuda:2')
Round:  15 User: 58 Train Loss: 6.153
Norm:  tensor(2.5998, device='cuda:2')
Round:  15 User: 59 Train Loss: 6.163
Norm:  tensor(2.8024, device='cuda:2')
Round:  15 User: 60 Train Loss: 6.168
Norm:  tensor(2.6984, device='cuda:2')
Round:  15 User: 61 Train Loss: 6.178
Norm:  tensor(2.7032, device='cuda:2')
Round:  15 User: 62 Train Loss: 6.119
Norm:  tensor(2.7026, device='cuda:2')
Round:  15 User: 63 Train Loss: 6.149
Norm:  tensor(2.7189, device='cuda:2')
Round:  15 User: 64 Train Loss: 6.237
Norm:  tensor(2.6462, device='cuda:2')
Round:  15 User: 65 Train Loss: 6.113
Norm:  tensor(2.7436, device='cuda:2')
Round:  15 User: 66 Train Loss: 6.134
Norm:  tensor(2.8510, device='cuda:2')
Round:  15 User: 67 Train Loss: 6.187
Norm:  tensor(2.6701, device='cuda:2')
Round:  15 User: 68 Train Loss: 6.193
Norm:  tensor(2.8228, device='cuda:2')
Round:  15 User: 69 Train Loss: 6.196
Norm:  tensor(2.7430, device='cuda:2')
Round:  15 User: 70 Train Loss: 6.131
Norm:  tensor(2.7396, device='cuda:2')
Round:  15 User: 71 Train Loss: 6.234
Norm:  tensor(2.7431, device='cuda:2')
Round:  15 User: 72 Train Loss: 6.093
Norm:  tensor(2.8415, device='cuda:2')
Round:  15 User: 73 Train Loss: 6.113
Norm:  tensor(2.6656, device='cuda:2')
Round:  15 User: 74 Train Loss: 6.130
Norm:  tensor(2.6809, device='cuda:2')
Round:  15 User: 75 Train Loss: 6.207
Norm:  tensor(2.7320, device='cuda:2')
Round:  15 User: 76 Train Loss: 6.232
Norm:  tensor(2.7094, device='cuda:2')
Round:  15 User: 77 Train Loss: 6.175
Norm:  tensor(2.8404, device='cuda:2')
Round:  15 User: 78 Train Loss: 6.136
Norm:  tensor(2.6839, device='cuda:2')
Round:  15 User: 79 Train Loss: 6.134
Norm:  tensor(2.7579, device='cuda:2')
Round:  15 User: 80 Train Loss: 6.155
Norm:  tensor(2.6090, device='cuda:2')
Round:  15 User: 81 Train Loss: 6.212
Norm:  tensor(2.7309, device='cuda:2')
Round:  15 User: 82 Train Loss: 6.114
Norm:  tensor(2.7772, device='cuda:2')
Round:  15 User: 83 Train Loss: 6.101
Norm:  tensor(2.7395, device='cuda:2')
Round:  15 User: 84 Train Loss: 6.173
Norm:  tensor(2.7832, device='cuda:2')
Round:  15 User: 85 Train Loss: 6.227
Norm:  tensor(2.7767, device='cuda:2')
Round:  15 User: 86 Train Loss: 6.235
Norm:  tensor(2.7702, device='cuda:2')
Round:  15 User: 87 Train Loss: 6.220
Norm:  tensor(2.7980, device='cuda:2')
Round:  15 User: 88 Train Loss: 6.122
Norm:  tensor(2.7747, device='cuda:2')
Round:  15 User: 89 Train Loss: 6.244
Norm:  tensor(2.8632, device='cuda:2')
Round:  15 User: 90 Train Loss: 6.124
Norm:  tensor(2.8332, device='cuda:2')
Round:  15 User: 91 Train Loss: 6.182
Norm:  tensor(2.8144, device='cuda:2')
Round:  15 User: 92 Train Loss: 6.113
Norm:  tensor(2.6957, device='cuda:2')
Round:  15 User: 93 Train Loss: 6.193
Norm:  tensor(2.8156, device='cuda:2')
Round:  15 User: 94 Train Loss: 6.092
Norm:  tensor(2.7682, device='cuda:2')
Round:  15 User: 95 Train Loss: 6.163
Norm:  tensor(2.6572, device='cuda:2')
Round:  15 User: 96 Train Loss: 6.169
Norm:  tensor(2.7680, device='cuda:2')
Round:  15 User: 97 Train Loss: 6.191
Norm:  tensor(2.7534, device='cuda:2')
Round:  15 User: 98 Train Loss: 6.173
Norm:  tensor(2.7781, device='cuda:2')
Round:  15 User: 99 Train Loss: 6.160
Norm:  tensor(2.6424, device='cuda:2')
Round:  15 User: 100 Train Loss: 6.114
Norm:  tensor(2.7778, device='cuda:2')
Round:  15 User: 101 Train Loss: 6.172
Norm:  tensor(2.6644, device='cuda:2')
Round:  15 User: 102 Train Loss: 6.163
Norm:  tensor(2.6961, device='cuda:2')
Round:  15 User: 103 Train Loss: 6.107
Norm:  tensor(2.6353, device='cuda:2')
Round:  15 User: 104 Train Loss: 6.202
Norm:  tensor(2.7042, device='cuda:2')
Round:  15 User: 105 Train Loss: 6.189
Norm:  tensor(2.6218, device='cuda:2')
Round:  15 User: 106 Train Loss: 6.190
Norm:  tensor(2.8003, device='cuda:2')
Round:  15 User: 107 Train Loss: 6.206
Norm:  tensor(2.7356, device='cuda:2')
Round:  15 User: 108 Train Loss: 6.172
Norm:  tensor(2.7459, device='cuda:2')
Round:  15 User: 109 Train Loss: 6.090
Norm:  tensor(2.8410, device='cuda:2')
Round:  15 User: 110 Train Loss: 6.102
Norm:  tensor(2.8333, device='cuda:2')
Round:  15 User: 111 Train Loss: 6.213
Norm:  tensor(2.7945, device='cuda:2')
Round:  15 User: 112 Train Loss: 6.139
Norm:  tensor(2.8235, device='cuda:2')
Round:  15 User: 113 Train Loss: 6.157
Norm:  tensor(2.6648, device='cuda:2')
Round:  15 User: 114 Train Loss: 6.098
Norm:  tensor(2.7261, device='cuda:2')
Round:  15 User: 115 Train Loss: 6.210
Norm:  tensor(2.7394, device='cuda:2')
Round:  15 User: 116 Train Loss: 6.153
Norm:  tensor(2.7687, device='cuda:2')
Round:  15 User: 117 Train Loss: 6.090
Norm:  tensor(2.7834, device='cuda:2')
Round:  15 User: 118 Train Loss: 6.153
Norm:  tensor(2.7645, device='cuda:2')
Round:  15 User: 119 Train Loss: 6.148
Norm:  tensor(2.7852, device='cuda:2')
Round:  15 User: 120 Train Loss: 6.165
Norm:  tensor(2.7133, device='cuda:2')
Round:  15 User: 121 Train Loss: 6.139
Norm:  tensor(2.6954, device='cuda:2')
Round:  15 User: 122 Train Loss: 6.282
Norm:  tensor(2.6485, device='cuda:2')
Round:  15 User: 123 Train Loss: 6.239
Norm:  tensor(2.7973, device='cuda:2')
Round:  15 User: 124 Train Loss: 6.232
Norm:  tensor(2.7336, device='cuda:2')
Round:  15 User: 125 Train Loss: 6.177
Norm:  tensor(2.7917, device='cuda:2')
Round:  15 User: 126 Train Loss: 6.137
Norm:  tensor(2.7632, device='cuda:2')
Round:  15 User: 127 Train Loss: 6.194
Norm:  tensor(2.7925, device='cuda:2')
Round:  15 User: 128 Train Loss: 6.141
Norm:  tensor(2.5567, device='cuda:2')
Round:  15 User: 129 Train Loss: 6.232
Norm:  tensor(2.8564, device='cuda:2')
Round:  15 User: 130 Train Loss: 6.230
Norm:  tensor(2.8201, device='cuda:2')
Round:  15 User: 131 Train Loss: 6.116
Norm:  tensor(2.6986, device='cuda:2')
Round:  15 User: 132 Train Loss: 6.213
Norm:  tensor(2.9207, device='cuda:2')
Round:  15 User: 133 Train Loss: 6.107
Norm:  tensor(2.7095, device='cuda:2')
Round:  15 User: 134 Train Loss: 6.206
Norm:  tensor(2.7157, device='cuda:2')
Round:  15 User: 135 Train Loss: 6.158
Norm:  tensor(2.8406, device='cuda:2')
Round:  15 User: 136 Train Loss: 6.135
Norm:  tensor(2.7286, device='cuda:2')
Round:  15 User: 137 Train Loss: 6.187
Norm:  tensor(2.7156, device='cuda:2')
Round:  15 User: 138 Train Loss: 6.040
Norm:  tensor(2.7479, device='cuda:2')
Round:  15 User: 139 Train Loss: 6.162
Norm:  tensor(2.7429, device='cuda:2')
Round:  15 User: 140 Train Loss: 6.250
Norm:  tensor(2.7776, device='cuda:2')
Round:  15 User: 141 Train Loss: 6.178
Norm:  tensor(2.7241, device='cuda:2')
Round:  15 User: 142 Train Loss: 6.200
Norm:  tensor(2.7417, device='cuda:2')
Round:  15 User: 143 Train Loss: 6.104
Norm:  tensor(2.9301, device='cuda:2')
Round:  15 User: 144 Train Loss: 6.127
Norm:  tensor(2.6498, device='cuda:2')
Round:  15 User: 145 Train Loss: 6.221
Norm:  tensor(2.7505, device='cuda:2')
Round:  15 User: 146 Train Loss: 6.188
Norm:  tensor(2.8428, device='cuda:2')
Round:  15 User: 147 Train Loss: 6.102
Norm:  tensor(2.8802, device='cuda:2')
Round:  15 User: 148 Train Loss: 6.150
Norm:  tensor(2.7012, device='cuda:2')
Round:  15 User: 149 Train Loss: 6.196
Norm:  tensor(2.7438, device='cuda:2')
Round:  15 User: 150 Train Loss: 6.357
Norm:  tensor(2.8065, device='cuda:2')
Round:  15 User: 151 Train Loss: 6.249
Norm:  tensor(2.7033, device='cuda:2')
Round:  15 User: 152 Train Loss: 6.183
Norm:  tensor(2.6917, device='cuda:2')
Round:  15 User: 153 Train Loss: 6.103
Norm:  tensor(2.7188, device='cuda:2')
Round:  15 User: 154 Train Loss: 6.114
Norm:  tensor(2.5904, device='cuda:2')
Round:  15 User: 155 Train Loss: 6.278
Norm:  tensor(2.7740, device='cuda:2')
Round:  15 User: 156 Train Loss: 6.154
Norm:  tensor(2.8707, device='cuda:2')
Round:  15 User: 157 Train Loss: 6.100
Norm:  tensor(2.6584, device='cuda:2')
Round:  15 User: 158 Train Loss: 6.177
Norm:  tensor(2.7682, device='cuda:2')
Round:  15 User: 159 Train Loss: 6.169
Norm:  tensor(2.6984, device='cuda:2')
Round:  15 User: 160 Train Loss: 6.209
Norm:  tensor(2.6989, device='cuda:2')
Round:  15 User: 161 Train Loss: 6.152
Norm:  tensor(2.7587, device='cuda:2')
Round:  15 User: 162 Train Loss: 6.183
Norm:  tensor(2.6692, device='cuda:2')
Round:  15 User: 163 Train Loss: 6.142
Norm:  tensor(2.8289, device='cuda:2')
Round:  15 User: 164 Train Loss: 6.194
Norm:  tensor(2.6632, device='cuda:2')
Round:  15 User: 165 Train Loss: 6.116
Norm:  tensor(2.8577, device='cuda:2')
Round:  15 User: 166 Train Loss: 6.146
Norm:  tensor(2.7598, device='cuda:2')
Round:  15 User: 167 Train Loss: 6.136
Norm:  tensor(2.6194, device='cuda:2')
Round:  15 User: 168 Train Loss: 6.162
Norm:  tensor(2.6594, device='cuda:2')
Round:  15 User: 169 Train Loss: 6.224
Norm:  tensor(2.6408, device='cuda:2')
Round:  15 User: 170 Train Loss: 6.194
Norm:  tensor(2.6418, device='cuda:2')
Round:  15 User: 171 Train Loss: 6.148
Norm:  tensor(2.6249, device='cuda:2')
Round:  15 User: 172 Train Loss: 6.220
Norm:  tensor(2.5947, device='cuda:2')
Round:  15 User: 173 Train Loss: 6.218
Norm:  tensor(2.7692, device='cuda:2')
Round:  15 User: 174 Train Loss: 6.149
Norm:  tensor(2.6291, device='cuda:2')
Round:  15 User: 175 Train Loss: 6.113
Norm:  tensor(2.7836, device='cuda:2')
Round:  15 User: 176 Train Loss: 6.206
Norm:  tensor(2.6241, device='cuda:2')
Round:  15 User: 177 Train Loss: 6.084
Norm:  tensor(2.8679, device='cuda:2')
Round:  15 User: 178 Train Loss: 6.153
Norm:  tensor(2.7907, device='cuda:2')
Round:  15 User: 179 Train Loss: 6.133
Norm:  tensor(2.8755, device='cuda:2')
Round:  15 User: 180 Train Loss: 6.147
Norm:  tensor(2.8050, device='cuda:2')
Round:  15 User: 181 Train Loss: 6.158
Norm:  tensor(2.6772, device='cuda:2')
Round:  15 User: 182 Train Loss: 6.122
Norm:  tensor(2.6776, device='cuda:2')
Round:  15 User: 183 Train Loss: 6.156
Norm:  tensor(2.7900, device='cuda:2')
Round:  15 User: 184 Train Loss: 6.102
Norm:  tensor(2.5799, device='cuda:2')
Round:  15 User: 185 Train Loss: 6.361
Norm:  tensor(2.7604, device='cuda:2')
Round:  15 User: 186 Train Loss: 6.196
Norm:  tensor(2.7441, device='cuda:2')
Round:  15 User: 187 Train Loss: 6.173
Norm:  tensor(2.7912, device='cuda:2')
Round:  15 User: 188 Train Loss: 6.193
Norm:  tensor(2.7432, device='cuda:2')
Round:  15 User: 189 Train Loss: 6.069
Norm:  tensor(2.7201, device='cuda:2')
Round:  15 User: 190 Train Loss: 6.185
Norm:  tensor(2.7909, device='cuda:2')
Round:  15 User: 191 Train Loss: 6.143
Norm:  tensor(2.7579, device='cuda:2')
Round:  15 User: 192 Train Loss: 6.191
Norm:  tensor(2.6045, device='cuda:2')
Round:  15 User: 193 Train Loss: 6.222
Norm:  tensor(2.6986, device='cuda:2')
Round:  15 User: 194 Train Loss: 6.168
Norm:  tensor(2.8617, device='cuda:2')
Round:  15 User: 195 Train Loss: 6.182
