nohup: ignoring input
cuda:2
Namespace(adapter_lr=0.0006, batch_size=100, clip_bound=2.3, clipping_style='all-layer', cluster_temperature=1.0, dataset='CIFAR-10', dataset_dir='/home/chenyannan/fast-differential-privacy-main/examples/image_classification/data', downsample_lr=0.0006, epochs=55, epsilon=8, feature_dim=128, global_lr=1.06, image_size=224, instance_temperature=0.5, learning_rate=0.004, local_epoch=6, mini_bs=100, miu=0.5, model_path='save/Cifar-10-DPFL-ResNet18-fedx', model_temperature=0.5, momentum=0.3, n_clients=600, project_lr=0.0006, r_conv=6, r_proj=16, reload=False, resnet='ResNet18', resnet_lr=0.006, sample_ratio=1, seed=17, start_epoch=0, test_image_size=256, weight_decay=1e-05, workers=4)
save/Img-10-pretrain-transform/checkpoint_532.tar
resnet.conv1.weight 9408 torch.Size([64, 3, 7, 7])
resnet.bn1.weight 64 torch.Size([64])
resnet.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn1.weight 64 torch.Size([64])
resnet.layer1.0.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn2.weight 64 torch.Size([64])
resnet.layer1.0.bn2.bias 64 torch.Size([64])
resnet.layer1.1.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn1.weight 64 torch.Size([64])
resnet.layer1.1.bn1.bias 64 torch.Size([64])
resnet.layer1.1.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn2.weight 64 torch.Size([64])
resnet.layer1.1.bn2.bias 64 torch.Size([64])
resnet.layer2.0.conv1.weight 73728 torch.Size([128, 64, 3, 3])
resnet.layer2.0.bn1.weight 128 torch.Size([128])
resnet.layer2.0.bn1.bias 128 torch.Size([128])
resnet.layer2.0.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.0.bn2.weight 128 torch.Size([128])
resnet.layer2.0.bn2.bias 128 torch.Size([128])
resnet.layer2.0.downsample.0.weight 8192 torch.Size([128, 64, 1, 1])
resnet.layer2.0.downsample.1.weight 128 torch.Size([128])
resnet.layer2.0.downsample.1.bias 128 torch.Size([128])
resnet.layer2.1.conv1.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn1.weight 128 torch.Size([128])
resnet.layer2.1.bn1.bias 128 torch.Size([128])
resnet.layer2.1.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn2.weight 128 torch.Size([128])
resnet.layer2.1.bn2.bias 128 torch.Size([128])
resnet.layer3.0.conv1.weight 294912 torch.Size([256, 128, 3, 3])
resnet.layer3.0.bn1.weight 256 torch.Size([256])
resnet.layer3.0.bn1.bias 256 torch.Size([256])
resnet.layer3.0.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.0.bn2.weight 256 torch.Size([256])
resnet.layer3.0.bn2.bias 256 torch.Size([256])
resnet.layer3.0.downsample.0.weight 32768 torch.Size([256, 128, 1, 1])
resnet.layer3.0.downsample.1.weight 256 torch.Size([256])
resnet.layer3.0.downsample.1.bias 256 torch.Size([256])
resnet.layer3.1.conv1.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn1.weight 256 torch.Size([256])
resnet.layer3.1.bn1.bias 256 torch.Size([256])
resnet.layer3.1.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn2.weight 256 torch.Size([256])
resnet.layer3.1.bn2.bias 256 torch.Size([256])
resnet.layer4.0.conv1.weight 1179648 torch.Size([512, 256, 3, 3])
resnet.layer4.0.bn1.weight 512 torch.Size([512])
resnet.layer4.0.bn1.bias 512 torch.Size([512])
resnet.layer4.0.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.0.bn2.weight 512 torch.Size([512])
resnet.layer4.0.bn2.bias 512 torch.Size([512])
resnet.layer4.0.downsample.0.weight 131072 torch.Size([512, 256, 1, 1])
resnet.layer4.0.downsample.1.weight 512 torch.Size([512])
resnet.layer4.0.downsample.1.bias 512 torch.Size([512])
resnet.layer4.1.conv1.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn1.weight 512 torch.Size([512])
resnet.layer4.1.bn1.bias 512 torch.Size([512])
resnet.layer4.1.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn2.weight 512 torch.Size([512])
resnet.layer4.1.bn2.bias 512 torch.Size([512])
instance_projector.0.weight 262144 torch.Size([512, 512])
instance_projector.0.bias 512 torch.Size([512])
instance_projector.2.weight 65536 torch.Size([128, 512])
instance_projector.2.bias 128 torch.Size([128])
cluster_projector.0.weight 262144 torch.Size([512, 512])
cluster_projector.0.bias 512 torch.Size([512])
cluster_projector.2.weight 5120 torch.Size([10, 512])
cluster_projector.2.bias 10 torch.Size([10])
sigma: 3.857421875
Number of total parameters:  11772618
Norm:  tensor(2.4435, device='cuda:2')
Round:  7 User: 262 Train Loss: 8.219
Norm:  tensor(2.4222, device='cuda:2')
Round:  7 User: 263 Train Loss: 8.363
Norm:  tensor(2.3231, device='cuda:2')
Round:  7 User: 264 Train Loss: 8.336
Norm:  tensor(2.3402, device='cuda:2')
Round:  7 User: 265 Train Loss: 8.309
Norm:  tensor(2.3692, device='cuda:2')
Round:  7 User: 266 Train Loss: 8.231
Norm:  tensor(2.4911, device='cuda:2')
Round:  7 User: 267 Train Loss: 8.223
Norm:  tensor(2.5791, device='cuda:2')
Round:  7 User: 268 Train Loss: 8.187
Norm:  tensor(2.2345, device='cuda:2')
Round:  7 User: 269 Train Loss: 8.343
Norm:  tensor(2.3678, device='cuda:2')
Round:  7 User: 270 Train Loss: 8.308
Norm:  tensor(2.5147, device='cuda:2')
Round:  7 User: 271 Train Loss: 8.273
Norm:  tensor(2.4947, device='cuda:2')
Round:  7 User: 272 Train Loss: 8.251
Norm:  tensor(2.4553, device='cuda:2')
Round:  7 User: 273 Train Loss: 8.172
Norm:  tensor(2.4030, device='cuda:2')
Round:  7 User: 274 Train Loss: 8.218
Norm:  tensor(2.4513, device='cuda:2')
Round:  7 User: 275 Train Loss: 8.271
Norm:  tensor(2.3741, device='cuda:2')
Round:  7 User: 276 Train Loss: 8.259
Norm:  tensor(2.3927, device='cuda:2')
Round:  7 User: 277 Train Loss: 8.357
Norm:  tensor(2.2767, device='cuda:2')
Round:  7 User: 278 Train Loss: 8.438
Norm:  tensor(2.5357, device='cuda:2')
Round:  7 User: 279 Train Loss: 8.252
Norm:  tensor(2.3929, device='cuda:2')
Round:  7 User: 280 Train Loss: 8.322
Norm:  tensor(2.3593, device='cuda:2')
Round:  7 User: 281 Train Loss: 8.241
Norm:  tensor(2.4098, device='cuda:2')
Round:  7 User: 282 Train Loss: 8.293
Norm:  tensor(2.3844, device='cuda:2')
Round:  7 User: 283 Train Loss: 8.264
Norm:  tensor(2.4317, device='cuda:2')
Round:  7 User: 284 Train Loss: 8.292
Norm:  tensor(2.4233, device='cuda:2')
Round:  7 User: 285 Train Loss: 8.212
Norm:  tensor(2.5265, device='cuda:2')
Round:  7 User: 286 Train Loss: 8.324
Norm:  tensor(2.4112, device='cuda:2')
Round:  7 User: 287 Train Loss: 8.252
Norm:  tensor(2.5294, device='cuda:2')
Round:  7 User: 288 Train Loss: 8.299
Norm:  tensor(2.4923, device='cuda:2')
Round:  7 User: 289 Train Loss: 8.333
Norm:  tensor(2.4023, device='cuda:2')
Round:  7 User: 290 Train Loss: 8.265
Norm:  tensor(2.2942, device='cuda:2')
Round:  7 User: 291 Train Loss: 8.328
Norm:  tensor(2.3993, device='cuda:2')
Round:  7 User: 292 Train Loss: 8.319
Norm:  tensor(2.4675, device='cuda:2')
Round:  7 User: 293 Train Loss: 8.342
Norm:  tensor(2.3517, device='cuda:2')
Round:  7 User: 294 Train Loss: 8.293
Norm:  tensor(2.4885, device='cuda:2')
Round:  7 User: 295 Train Loss: 8.262
Norm:  tensor(2.4868, device='cuda:2')
Round:  7 User: 296 Train Loss: 8.289
Norm:  tensor(2.2864, device='cuda:2')
Round:  7 User: 297 Train Loss: 8.306
Norm:  tensor(2.4675, device='cuda:2')
Round:  7 User: 298 Train Loss: 8.247
Norm:  tensor(2.5345, device='cuda:2')
Round:  7 User: 299 Train Loss: 8.248
Norm:  tensor(2.4249, device='cuda:2')
Round:  7 User: 300 Train Loss: 8.213
Norm:  tensor(2.3326, device='cuda:2')
Round:  7 User: 301 Train Loss: 8.531
Norm:  tensor(2.3860, device='cuda:2')
Round:  7 User: 302 Train Loss: 8.236
Norm:  tensor(2.4150, device='cuda:2')
Round:  7 User: 303 Train Loss: 8.196
Norm:  tensor(2.4205, device='cuda:2')
Round:  7 User: 304 Train Loss: 8.353
Norm:  tensor(2.3209, device='cuda:2')
Round:  7 User: 305 Train Loss: 8.262
Norm:  tensor(2.4161, device='cuda:2')
Round:  7 User: 306 Train Loss: 8.258
Norm:  tensor(2.4499, device='cuda:2')
Round:  7 User: 307 Train Loss: 8.322
Norm:  tensor(2.3643, device='cuda:2')
Round:  7 User: 308 Train Loss: 8.325
Norm:  tensor(2.4269, device='cuda:2')
Round:  7 User: 309 Train Loss: 8.293
Norm:  tensor(2.3367, device='cuda:2')
Round:  7 User: 310 Train Loss: 8.385
Norm:  tensor(2.4834, device='cuda:2')
Round:  7 User: 311 Train Loss: 8.253
Norm:  tensor(2.4699, device='cuda:2')
Round:  7 User: 312 Train Loss: 8.243
Norm:  tensor(2.4720, device='cuda:2')
Round:  7 User: 313 Train Loss: 8.193
Norm:  tensor(2.4390, device='cuda:2')
Round:  7 User: 314 Train Loss: 8.211
Norm:  tensor(2.3781, device='cuda:2')
Round:  7 User: 315 Train Loss: 8.174
Norm:  tensor(2.4167, device='cuda:2')
Round:  7 User: 316 Train Loss: 8.252
Norm:  tensor(2.4723, device='cuda:2')
Round:  7 User: 317 Train Loss: 8.277
Norm:  tensor(2.2695, device='cuda:2')
Round:  7 User: 318 Train Loss: 8.389
Norm:  tensor(2.4400, device='cuda:2')
Round:  7 User: 319 Train Loss: 8.219
Norm:  tensor(2.4753, device='cuda:2')
Round:  7 User: 320 Train Loss: 8.250
Norm:  tensor(2.4681, device='cuda:2')
Round:  7 User: 321 Train Loss: 8.368
Norm:  tensor(2.4469, device='cuda:2')
Round:  7 User: 322 Train Loss: 8.262
Norm:  tensor(2.3012, device='cuda:2')
Round:  7 User: 323 Train Loss: 8.256
Norm:  tensor(2.5092, device='cuda:2')
Round:  7 User: 324 Train Loss: 8.321
Norm:  tensor(2.4325, device='cuda:2')
Round:  7 User: 325 Train Loss: 8.212
Norm:  tensor(2.4796, device='cuda:2')
Round:  7 User: 326 Train Loss: 8.315
Norm:  tensor(2.4166, device='cuda:2')
Round:  7 User: 327 Train Loss: 8.424
Norm:  tensor(2.5472, device='cuda:2')
Round:  7 User: 328 Train Loss: 8.347
Norm:  tensor(2.3957, device='cuda:2')
Round:  7 User: 329 Train Loss: 8.216
Norm:  tensor(2.4386, device='cuda:2')
Round:  7 User: 330 Train Loss: 8.163
Norm:  tensor(2.3865, device='cuda:2')
Round:  7 User: 331 Train Loss: 8.315
Norm:  tensor(2.2928, device='cuda:2')
Round:  7 User: 332 Train Loss: 8.387
Norm:  tensor(2.4773, device='cuda:2')
Round:  7 User: 333 Train Loss: 8.236
Norm:  tensor(2.3561, device='cuda:2')
Round:  7 User: 334 Train Loss: 8.278
Norm:  tensor(2.5665, device='cuda:2')
Round:  7 User: 335 Train Loss: 8.205
Norm:  tensor(2.4346, device='cuda:2')
Round:  7 User: 336 Train Loss: 8.274
Norm:  tensor(2.5473, device='cuda:2')
Round:  7 User: 337 Train Loss: 8.260
Norm:  tensor(2.3991, device='cuda:2')
Round:  7 User: 338 Train Loss: 8.269
Norm:  tensor(2.4393, device='cuda:2')
Round:  7 User: 339 Train Loss: 8.321
Norm:  tensor(2.3783, device='cuda:2')
Round:  7 User: 340 Train Loss: 8.311
Norm:  tensor(2.4958, device='cuda:2')
Round:  7 User: 341 Train Loss: 8.205
Norm:  tensor(2.4362, device='cuda:2')
Round:  7 User: 342 Train Loss: 8.288
Norm:  tensor(2.4055, device='cuda:2')
Round:  7 User: 343 Train Loss: 8.275
Norm:  tensor(2.6219, device='cuda:2')
Round:  7 User: 344 Train Loss: 8.189
Norm:  tensor(2.4416, device='cuda:2')
Round:  7 User: 345 Train Loss: 8.313
Norm:  tensor(2.3236, device='cuda:2')
Round:  7 User: 346 Train Loss: 8.305
Norm:  tensor(2.3320, device='cuda:2')
Round:  7 User: 347 Train Loss: 8.407
Norm:  tensor(2.4588, device='cuda:2')
Round:  7 User: 348 Train Loss: 8.222
Norm:  tensor(2.3629, device='cuda:2')
Round:  7 User: 349 Train Loss: 8.330
Norm:  tensor(2.3995, device='cuda:2')
Round:  7 User: 350 Train Loss: 8.303
Norm:  tensor(2.4381, device='cuda:2')
Round:  7 User: 351 Train Loss: 8.334
Norm:  tensor(2.5310, device='cuda:2')
Round:  7 User: 352 Train Loss: 8.267
Norm:  tensor(2.3822, device='cuda:2')
Round:  7 User: 353 Train Loss: 8.295
Norm:  tensor(2.5634, device='cuda:2')
Round:  7 User: 354 Train Loss: 8.275
Norm:  tensor(2.3852, device='cuda:2')
Round:  7 User: 355 Train Loss: 8.263
Norm:  tensor(2.4347, device='cuda:2')
Round:  7 User: 356 Train Loss: 8.228
Norm:  tensor(2.3187, device='cuda:2')
Round:  7 User: 357 Train Loss: 8.309
Norm:  tensor(2.4087, device='cuda:2')
Round:  7 User: 358 Train Loss: 8.196
Norm:  tensor(2.3681, device='cuda:2')
Round:  7 User: 359 Train Loss: 8.360
Norm:  tensor(2.4226, device='cuda:2')
Round:  7 User: 360 Train Loss: 8.258
Norm:  tensor(2.4031, device='cuda:2')
Round:  7 User: 361 Train Loss: 8.278
Norm:  tensor(2.4284, device='cuda:2')
Round:  7 User: 362 Train Loss: 8.185
Norm:  tensor(2.3477, device='cuda:2')
Round:  7 User: 363 Train Loss: 8.280
Norm:  tensor(2.4832, device='cuda:2')
Round:  7 User: 364 Train Loss: 8.300
Norm:  tensor(2.3417, device='cuda:2')
Round:  7 User: 365 Train Loss: 8.269
Norm:  tensor(2.5498, device='cuda:2')
Round:  7 User: 366 Train Loss: 8.253
Norm:  tensor(2.4786, device='cuda:2')
Round:  7 User: 367 Train Loss: 8.237
Norm:  tensor(2.4876, device='cuda:2')
Round:  7 User: 368 Train Loss: 8.185
Norm:  tensor(2.4411, device='cuda:2')
Round:  7 User: 369 Train Loss: 8.266
Norm:  tensor(2.3178, device='cuda:2')
Round:  7 User: 370 Train Loss: 8.316
Norm:  tensor(2.4231, device='cuda:2')
Round:  7 User: 371 Train Loss: 8.319
Norm:  tensor(2.3317, device='cuda:2')
Round:  7 User: 372 Train Loss: 8.238
Norm:  tensor(2.4366, device='cuda:2')
Round:  7 User: 373 Train Loss: 8.309
Norm:  tensor(2.4572, device='cuda:2')
Round:  7 User: 374 Train Loss: 8.325
Norm:  tensor(2.4746, device='cuda:2')
Round:  7 User: 375 Train Loss: 8.213
Norm:  tensor(2.3585, device='cuda:2')
Round:  7 User: 376 Train Loss: 8.289
Norm:  tensor(2.4559, device='cuda:2')
Round:  7 User: 377 Train Loss: 8.256
Norm:  tensor(2.4641, device='cuda:2')
Round:  7 User: 378 Train Loss: 8.325
Norm:  tensor(2.4570, device='cuda:2')
Round:  7 User: 379 Train Loss: 8.372
Norm:  tensor(2.4404, device='cuda:2')
Round:  7 User: 380 Train Loss: 8.337
Norm:  tensor(2.2430, device='cuda:2')
Round:  7 User: 381 Train Loss: 8.286
Norm:  tensor(2.3716, device='cuda:2')
Round:  7 User: 382 Train Loss: 8.317
Norm:  tensor(2.4216, device='cuda:2')
Round:  7 User: 383 Train Loss: 8.309
Norm:  tensor(2.3632, device='cuda:2')
Round:  7 User: 384 Train Loss: 8.323
Norm:  tensor(2.4382, device='cuda:2')
Round:  7 User: 385 Train Loss: 8.260
Norm:  tensor(2.4364, device='cuda:2')
Round:  7 User: 386 Train Loss: 8.255
Norm:  tensor(2.4600, device='cuda:2')
Round:  7 User: 387 Train Loss: 8.235
Norm:  tensor(2.4554, device='cuda:2')
Round:  7 User: 388 Train Loss: 8.314
Norm:  tensor(2.3620, device='cuda:2')
Round:  7 User: 389 Train Loss: 8.368
Norm:  tensor(2.3851, device='cuda:2')
Round:  7 User: 390 Train Loss: 8.330
Norm:  tensor(2.4558, device='cuda:2')
Round:  7 User: 391 Train Loss: 8.304
Norm:  tensor(2.4635, device='cuda:2')
Round:  7 User: 392 Train Loss: 8.229
Norm:  tensor(2.4217, device='cuda:2')
Round:  7 User: 393 Train Loss: 8.293
Norm:  tensor(2.4317, device='cuda:2')
Round:  7 User: 394 Train Loss: 8.190
Norm:  tensor(2.4878, device='cuda:2')
Round:  7 User: 395 Train Loss: 8.238
Norm:  tensor(2.4104, device='cuda:2')
Round:  7 User: 396 Train Loss: 8.369
Norm:  tensor(2.4915, device='cuda:2')
Round:  7 User: 397 Train Loss: 8.304
Norm:  tensor(2.1773, device='cuda:2')
Round:  7 User: 398 Train Loss: 8.368
Norm:  tensor(2.4725, device='cuda:2')
Round:  7 User: 399 Train Loss: 8.372
Norm:  tensor(2.4636, device='cuda:2')
Round:  7 User: 400 Train Loss: 8.240
Norm:  tensor(2.3534, device='cuda:2')
Round:  7 User: 401 Train Loss: 8.315
Norm:  tensor(2.3856, device='cuda:2')
Round:  7 User: 402 Train Loss: 8.290
Norm:  tensor(2.3131, device='cuda:2')
Round:  7 User: 403 Train Loss: 8.371
Norm:  tensor(2.4346, device='cuda:2')
Round:  7 User: 404 Train Loss: 8.261
Norm:  tensor(2.4849, device='cuda:2')
Round:  7 User: 405 Train Loss: 8.294
Norm:  tensor(2.4222, device='cuda:2')
Round:  7 User: 406 Train Loss: 8.320
Norm:  tensor(2.2929, device='cuda:2')
Round:  7 User: 407 Train Loss: 8.313
Norm:  tensor(2.4900, device='cuda:2')
Round:  7 User: 408 Train Loss: 8.327
Norm:  tensor(2.4500, device='cuda:2')
Round:  7 User: 409 Train Loss: 8.326
Norm:  tensor(2.4131, device='cuda:2')
Round:  7 User: 410 Train Loss: 8.277
Norm:  tensor(2.5131, device='cuda:2')
Round:  7 User: 411 Train Loss: 8.325
Norm:  tensor(2.4307, device='cuda:2')
Round:  7 User: 412 Train Loss: 8.271
Norm:  tensor(2.3961, device='cuda:2')
Round:  7 User: 413 Train Loss: 8.339
Norm:  tensor(2.4238, device='cuda:2')
Round:  7 User: 414 Train Loss: 8.189
Norm:  tensor(2.3660, device='cuda:2')
Round:  7 User: 415 Train Loss: 8.233
Norm:  tensor(2.3853, device='cuda:2')
Round:  7 User: 416 Train Loss: 8.228
Norm:  tensor(2.3247, device='cuda:2')
Round:  7 User: 417 Train Loss: 8.244
Norm:  tensor(2.4620, device='cuda:2')
Round:  7 User: 418 Train Loss: 8.341
Norm:  tensor(2.3754, device='cuda:2')
Round:  7 User: 419 Train Loss: 8.286
Norm:  tensor(2.4232, device='cuda:2')
Round:  7 User: 420 Train Loss: 8.365
Norm:  tensor(2.4230, device='cuda:2')
Round:  7 User: 421 Train Loss: 8.301
Norm:  tensor(2.3744, device='cuda:2')
Round:  7 User: 422 Train Loss: 8.252
Norm:  tensor(2.4246, device='cuda:2')
Round:  7 User: 423 Train Loss: 8.220
Norm:  tensor(2.5650, device='cuda:2')
Round:  7 User: 424 Train Loss: 8.284
Norm:  tensor(2.3230, device='cuda:2')
Round:  7 User: 425 Train Loss: 8.330
Norm:  tensor(2.3518, device='cuda:2')
Round:  7 User: 426 Train Loss: 8.339
Norm:  tensor(2.4146, device='cuda:2')
Round:  7 User: 427 Train Loss: 8.234
Norm:  tensor(2.4601, device='cuda:2')
Round:  7 User: 428 Train Loss: 8.201
Norm:  tensor(2.3147, device='cuda:2')
Round:  7 User: 429 Train Loss: 8.360
Norm:  tensor(2.4160, device='cuda:2')
Round:  7 User: 430 Train Loss: 8.250
Norm:  tensor(2.3410, device='cuda:2')
Round:  7 User: 431 Train Loss: 8.330
Norm:  tensor(2.5873, device='cuda:2')
Round:  7 User: 432 Train Loss: 8.225
Norm:  tensor(2.3832, device='cuda:2')
Round:  7 User: 433 Train Loss: 8.202
Norm:  tensor(2.4288, device='cuda:2')
Round:  7 User: 434 Train Loss: 8.363
Norm:  tensor(2.3722, device='cuda:2')
Round:  7 User: 435 Train Loss: 8.312
Norm:  tensor(2.3201, device='cuda:2')
Round:  7 User: 436 Train Loss: 8.251
Norm:  tensor(2.4475, device='cuda:2')
Round:  7 User: 437 Train Loss: 8.195
Norm:  tensor(2.4256, device='cuda:2')
Round:  7 User: 438 Train Loss: 8.242
Norm:  tensor(2.4008, device='cuda:2')
Round:  7 User: 439 Train Loss: 8.335
Norm:  tensor(2.4511, device='cuda:2')
Round:  7 User: 440 Train Loss: 8.257
Norm:  tensor(2.4163, device='cuda:2')
Round:  7 User: 441 Train Loss: 8.311
Norm:  tensor(2.4775, device='cuda:2')
Round:  7 User: 442 Train Loss: 8.226
Norm:  tensor(2.4566, device='cuda:2')
Round:  7 User: 443 Train Loss: 8.282
Norm:  tensor(2.4629, device='cuda:2')
Round:  7 User: 444 Train Loss: 8.219
Norm:  tensor(2.3890, device='cuda:2')
Round:  7 User: 445 Train Loss: 8.206
Norm:  tensor(2.4693, device='cuda:2')
Round:  7 User: 446 Train Loss: 8.216
Norm:  tensor(2.3859, device='cuda:2')
Round:  7 User: 447 Train Loss: 8.249
Norm:  tensor(2.5099, device='cuda:2')
Round:  7 User: 448 Train Loss: 8.295
Norm:  tensor(2.3520, device='cuda:2')
Round:  7 User: 449 Train Loss: 8.306
Norm:  tensor(2.4175, device='cuda:2')
Round:  7 User: 450 Train Loss: 8.251
Norm:  tensor(2.3380, device='cuda:2')
Round:  7 User: 451 Train Loss: 8.190
Norm:  tensor(2.3669, device='cuda:2')
Round:  7 User: 452 Train Loss: 8.256
Norm:  tensor(2.3302, device='cuda:2')
Round:  7 User: 453 Train Loss: 8.311
Norm:  tensor(2.4698, device='cuda:2')
Round:  7 User: 454 Train Loss: 8.385
Norm:  tensor(2.3882, device='cuda:2')
Round:  7 User: 455 Train Loss: 8.292
Norm:  tensor(2.3554, device='cuda:2')
Round:  7 User: 456 Train Loss: 8.250
Norm:  tensor(2.4585, device='cuda:2')
Round:  7 User: 457 Train Loss: 8.281
Norm:  tensor(2.4344, device='cuda:2')
Round:  7 User: 458 Train Loss: 8.440
Norm:  tensor(2.4534, device='cuda:2')
Round:  7 User: 459 Train Loss: 8.247
Norm:  tensor(2.4598, device='cuda:2')
Round:  7 User: 460 Train Loss: 8.341
Norm:  tensor(2.4322, device='cuda:2')
Round:  7 User: 461 Train Loss: 8.428
Norm:  tensor(2.4372, device='cuda:2')
Round:  7 User: 462 Train Loss: 8.224
Norm:  tensor(2.4794, device='cuda:2')
Round:  7 User: 463 Train Loss: 8.286
Norm:  tensor(2.3401, device='cuda:2')
Round:  7 User: 464 Train Loss: 8.366
Norm:  tensor(2.4417, device='cuda:2')
Round:  7 User: 465 Train Loss: 8.236
Norm:  tensor(2.4051, device='cuda:2')
Round:  7 User: 466 Train Loss: 8.217
Norm:  tensor(2.3228, device='cuda:2')
Round:  7 User: 467 Train Loss: 8.444
Norm:  tensor(2.3900, device='cuda:2')
Round:  7 User: 468 Train Loss: 8.467
Norm:  tensor(2.5304, device='cuda:2')
Round:  7 User: 469 Train Loss: 8.208
Norm:  tensor(2.5222, device='cuda:2')
Round:  7 User: 470 Train Loss: 8.176
Norm:  tensor(2.4805, device='cuda:2')
Round:  7 User: 471 Train Loss: 8.321
Norm:  tensor(2.4323, device='cuda:2')
Round:  7 User: 472 Train Loss: 8.314
Norm:  tensor(2.4946, device='cuda:2')
Round:  7 User: 473 Train Loss: 8.220
Norm:  tensor(2.4925, device='cuda:2')
Round:  7 User: 474 Train Loss: 8.391
Norm:  tensor(2.4703, device='cuda:2')
Round:  7 User: 475 Train Loss: 8.300
Norm:  tensor(2.4780, device='cuda:2')
Round:  7 User: 476 Train Loss: 8.260
Norm:  tensor(2.5174, device='cuda:2')
Round:  7 User: 477 Train Loss: 8.239
Norm:  tensor(2.4286, device='cuda:2')
Round:  7 User: 478 Train Loss: 8.328
Norm:  tensor(2.4407, device='cuda:2')
Round:  7 User: 479 Train Loss: 8.247
Norm:  tensor(2.3919, device='cuda:2')
Round:  7 User: 480 Train Loss: 8.284
Norm:  tensor(2.4473, device='cuda:2')
Round:  7 User: 481 Train Loss: 8.167
Norm:  tensor(2.4529, device='cuda:2')
Round:  7 User: 482 Train Loss: 8.179
Norm:  tensor(2.4007, device='cuda:2')
Round:  7 User: 483 Train Loss: 8.213
Norm:  tensor(2.3941, device='cuda:2')
Round:  7 User: 484 Train Loss: 8.256
Norm:  tensor(2.3672, device='cuda:2')
Round:  7 User: 485 Train Loss: 8.373
Norm:  tensor(2.5155, device='cuda:2')
Round:  7 User: 486 Train Loss: 8.259
Norm:  tensor(2.2392, device='cuda:2')
Round:  7 User: 487 Train Loss: 8.350
Norm:  tensor(2.3841, device='cuda:2')
Round:  7 User: 488 Train Loss: 8.217
Norm:  tensor(2.4062, device='cuda:2')
Round:  7 User: 489 Train Loss: 8.255
Norm:  tensor(2.3601, device='cuda:2')
Round:  7 User: 490 Train Loss: 8.331
Norm:  tensor(2.3450, device='cuda:2')
Round:  7 User: 491 Train Loss: 8.326
Norm:  tensor(2.3850, device='cuda:2')
Round:  7 User: 492 Train Loss: 8.315
Norm:  tensor(2.3674, device='cuda:2')
Round:  7 User: 493 Train Loss: 8.384
Norm:  tensor(2.4270, device='cuda:2')
Round:  7 User: 494 Train Loss: 8.161
Norm:  tensor(2.3905, device='cuda:2')
Round:  7 User: 495 Train Loss: 8.439
Norm:  tensor(2.4433, device='cuda:2')
Round:  7 User: 496 Train Loss: 8.433
Norm:  tensor(2.3704, device='cuda:2')
Round:  7 User: 497 Train Loss: 8.280
Norm:  tensor(2.3255, device='cuda:2')
Round:  7 User: 498 Train Loss: 8.391
Norm:  tensor(2.5287, device='cuda:2')
Round:  7 User: 499 Train Loss: 8.199
Norm:  tensor(2.4535, device='cuda:2')
Round:  7 User: 500 Train Loss: 8.244
Norm:  tensor(2.3715, device='cuda:2')
Round:  7 User: 501 Train Loss: 8.227
Norm:  tensor(2.5200, device='cuda:2')
Round:  7 User: 502 Train Loss: 8.275
Norm:  tensor(2.4392, device='cuda:2')
Round:  7 User: 503 Train Loss: 8.387
Norm:  tensor(2.4156, device='cuda:2')
Round:  7 User: 504 Train Loss: 8.301
Norm:  tensor(2.4383, device='cuda:2')
Round:  7 User: 505 Train Loss: 8.184
Norm:  tensor(2.5336, device='cuda:2')
Round:  7 User: 506 Train Loss: 8.325
Norm:  tensor(2.4947, device='cuda:2')
Round:  7 User: 507 Train Loss: 8.276
Norm:  tensor(2.4172, device='cuda:2')
Round:  7 User: 508 Train Loss: 8.269
Norm:  tensor(2.5138, device='cuda:2')
Round:  7 User: 509 Train Loss: 8.175
Norm:  tensor(2.4203, device='cuda:2')
Round:  7 User: 510 Train Loss: 8.301
Norm:  tensor(2.3603, device='cuda:2')
Round:  7 User: 511 Train Loss: 8.403
Norm:  tensor(2.3426, device='cuda:2')
Round:  7 User: 512 Train Loss: 8.282
Norm:  tensor(2.4529, device='cuda:2')
Round:  7 User: 513 Train Loss: 8.254
Norm:  tensor(2.4871, device='cuda:2')
Round:  7 User: 514 Train Loss: 8.294
Norm:  tensor(2.4276, device='cuda:2')
Round:  7 User: 515 Train Loss: 8.307
Norm:  tensor(2.2971, device='cuda:2')
Round:  7 User: 516 Train Loss: 8.440
Norm:  tensor(2.5271, device='cuda:2')
